Name,Position,Club,Nationality,Age,Appearances,Starts,Minutes Played,Average Rating,Goals,Assists,Player of the Match,Yellow Cards,Red Cards,Goals per 90,Expected Goals,xG per 90,Expected Assists,xA per 90,Non-Penalty xG,NP-xG per 90,xG Overperformance (Goals − xG),Shots,Shots per 90,Shots on Target,Shots on Target per 90,Conversion Rate,Clear Cut Chances Created,Clear Cut Chances Created per 90,Penalties Taken,Penalties Scored,Pass Completion %,Passes Completed,Passes Completed per 90,Key Passes,Key Passes per 90,Progressive Passes,Progressive Passes per 90,Passes Attempted,Passes Attempted per 90,Crosses Attempted,Crosses Completed,Open Play Crosses Attempted,Open Play Crosses Completed,Tackles Completed,Tackles Completed per 90,Interceptions,Clearances,Blocks,Pressures Completed per 90,Tackles Attempted,Interceptions per 90,Clearances per 90,Blocks per 90,Key Tackles,Key Tackles per 90,Pressures Attempted,Pressures Attempted per 90,Pressures Completed,Fouls Made,Fouls Won (Against),Save Percentage,Saves per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded per 90,Expected Goals Prevented,Saves Held,Saves Parried,Saves Tipped,Penalties Faced,Penalties Saved,Penalty Save Ratio,Goals Conceded,Distance per 90 (km),Sprints per 90,Dribbles per 90,Distance (km),Sprints,Dribbles,Headers Attempted,Headers Won,Goal Contributions,Goal Contributions per 90,Non-Penalty Contributions per 90,Defensive Actions per 90,Attacking Actions per 90,Creative Actions per 90,Progressive Pass %
Nicolò Radaelli,D/WB/M (R),Monza,Italy,23,4,1,183,6.78,0,1,0,0,0,0.00,0.00,0.00,0.63,0.31,0.00,0.00,0.00,0,0.0,0,0.0,,1,0.49,0,0,90.2%,92,45.2,4,1.97,17,8.4,102,50.2,6,2,6,2,9,4.43,5,2,1,1.5,9,2.46,0.98,0.49,1,0.49,17,8.4,3,4,0,,,,,,,,,,,,,,12.59,18.2,0.5,25.6,37,1,10,1,1,0.49,0.49,9.34,1.97,8.85,16.7%
Ahmed Sidibé,"D (C), DM, M (C)",Venezia,France,24,4,1,203,6.90,0,1,0,0,0,0.00,0.13,0.06,0.19,0.08,0.13,0.06,-0.13,4,1.8,0,0.0,0.0%,0,0.00,0,0,88.2%,105,46.6,1,0.44,11,4.9,119,52.8,0,0,0,0,3,1.33,8,4,1,0.9,3,3.55,1.77,0.44,0,0.00,19,8.4,2,0,0,,,,,,,,,,,,,,12.95,17.3,0.0,29.2,39,0,3,2,1,0.44,0.44,5.32,0.00,4.88,9.2%
Pedro Mendes,ST,Modena F.C.,Portugal,26,4,3,288,6.73,1,0,0,1,0,0.31,0.41,0.13,0.28,0.09,0.41,0.13,0.59,6,1.9,5,1.6,16.7%,1,0.31,0,0,88.1%,118,36.9,3,0.94,6,1.9,134,41.9,2,0,2,0,2,0.63,3,1,0,1.6,3,0.94,0.31,0.00,0,0.00,13,4.1,5,3,2,,,,,,,,,,,,,,11.19,7.8,0.6,35.8,25,2,22,10,1,0.31,0.31,2.50,2.81,3.13,4.5%
Issa Doumbia,M (C),Venezia,Italy,22,4,2,216,6.70,0,0,0,0,0,0.00,0.15,0.06,0.02,0.01,0.15,0.06,-0.15,3,1.3,0,0.0,0.0%,0,0.00,0,0,87.3%,124,51.7,1,0.42,19,7.9,142,59.2,1,0,1,0,0,0.00,3,1,1,0.4,0,1.25,0.42,0.42,0,0.00,14,5.8,1,0,1,,,,,,,,,,,,,,11.75,16.7,0.8,28.2,40,2,3,3,0,0.00,0.00,1.67,0.83,9.17,13.4%
Francesco Maisto,M (C),U.S. Avellino 1912,Italy,22,4,0,139,6.48,0,0,0,0,0,0.00,0.23,0.15,0.00,0.00,0.23,0.15,-0.23,3,1.9,1,0.6,0.0%,0,0.00,0,0,94.1%,16,10.4,0,0.00,1,0.6,17,11.0,0,0,0,0,0,0.00,1,0,0,0.6,0,0.65,0.00,0.00,0,0.00,2,1.3,1,0,0,,,,,,,,,,,,,,2.14,0.6,0.0,3.3,1,0,0,0,0,0.00,0.00,0.65,0.65,0.65,5.9%
Giovanni Giunti,"DM, M (RC)",Padova,Italy,20,4,1,157,6.73,0,0,0,0,0,0.00,0.03,0.02,0.00,0.00,0.03,0.02,-0.03,3,1.7,1,0.6,0.0%,0,0.00,0,0,88.3%,68,39.0,0,0.00,7,4.0,77,44.1,0,0,0,0,3,1.72,4,3,2,2.3,4,2.29,1.72,1.15,0,0.00,14,8.0,4,0,0,,,,,,,,,,,,,,12.90,13.8,0.0,22.5,24,0,4,1,0,0.00,0.00,5.16,0.57,4.01,9.1%
Matteo Casarotto,ST,Virtus Entella,Italy,27,4,2,249,6.83,2,0,0,0,0,0.72,1.00,0.36,0.00,0.00,1.00,0.36,1.00,9,3.3,5,1.8,22.2%,0,0.00,0,0,93.2%,69,24.9,3,1.08,2,0.7,74,26.7,0,0,0,0,1,0.36,0,0,0,0.7,1,0.00,0.00,0.00,0,0.00,7,2.5,2,1,3,,,,,,,,,,,,,,10.77,7.6,0.0,29.8,21,0,23,1,2,0.72,0.72,0.72,2.53,1.81,2.7%
Fausto Salicioni,ST,Virtus Entella,San Marino,20,4,4,321,6.35,0,0,0,0,0,0.00,0.59,0.17,0.00,0.00,0.59,0.17,-0.59,5,1.4,0,0.0,0.0%,0,0.00,0,0,92.2%,83,23.3,1,0.28,0,0.0,90,25.2,1,0,1,0,0,0.00,2,1,1,0.3,0,0.56,0.28,0.28,0,0.00,3,0.8,1,4,2,,,,,,,,,,,,,,8.27,4.2,0.8,29.5,15,3,32,10,0,0.00,0.00,1.96,0.84,1.40,0.0%
Matteo Milan,D/WB (R),Pescara,Italy,20,4,3,287,6.68,0,1,0,0,0,0.00,0.32,0.10,0.45,0.14,0.32,0.10,-0.32,3,0.9,1,0.3,0.0%,0,0.00,0,0,89.5%,170,53.3,2,0.63,30,9.4,190,59.6,16,1,16,1,4,1.25,7,2,2,2.2,9,2.20,0.63,0.63,0,0.00,18,5.6,7,4,1,,,,,,,,,,,,,,11.89,16.6,1.9,37.9,53,6,14,8,1,0.31,0.31,5.33,2.51,11.60,15.8%
Edoardo Dalla Nora,D (L),Venezia,Italy,19,4,3,279,7.63,0,0,0,0,0,0.00,0.02,0.01,0.00,0.00,0.02,0.01,-0.02,2,0.6,0,0.0,0.0%,0,0.00,0,0,74.6%,47,15.2,0,0.00,0,0.0,63,20.3,0,0,0,0,4,1.29,0,0,0,0.0,4,0.00,0.00,0.00,0,0.00,0,0.0,0,0,0,,,,,,,,,,,,,,0.19,0.0,0.0,0.6,0,0,1,0,0,0.00,0.00,1.29,0.00,0.00,0.0%
Alejandro Gómez,AM (LC),Padova,Argentina,38,3,0,106,6.60,0,0,0,0,0,0.00,0.57,0.48,0.26,0.22,0.57,0.48,-0.57,5,4.2,1,0.8,0.0%,2,1.70,0,0,89.1%,49,41.6,7,5.94,5,4.2,55,46.7,14,2,2,0,1,0.85,1,0,0,0.8,1,0.85,0.00,0.00,0,0.00,1,0.8,1,4,3,,,,,,,,,,,,,,14.52,16.1,0.0,17.1,19,0,7,0,0,0.00,0.00,5.09,2.55,6.79,9.1%
Francesco Bardi,GK,Palermo,Italy,34,3,3,270,6.53,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,81.3%,52,17.3,1,0.33,3,1.0,64,21.3,0,0,0,282,,,1,10,21,0.0,,0.33,3.33,7.00,0,0.00,0,0.0,0,0,0,63.6%,4.7,0,0.00,2.67,-2.88,7,3,4,1,1,100.0%,8,4.83,0.0,0.0,14.5,0,0,,,0,0.00,0.00,7.67,94.00,1.00,4.7%
Gennaro Acampora,M/AM (C),Pescara,Italy,31,3,0,77,6.50,0,0,0,0,0,0.00,0.11,0.13,0.35,0.41,0.11,0.13,-0.11,2,2.3,1,1.2,0.0%,0,0.00,0,0,86.8%,33,38.6,0,0.00,1,1.2,38,44.4,0,0,0,0,0,0.00,1,0,0,0.0,0,1.17,0.00,0.00,0,0.00,5,5.8,0,0,1,,,,,,,,,,,,,,11.57,12.9,0.0,9.9,11,0,3,0,0,0.00,0.00,1.17,1.17,2.34,2.6%
Marco Varnier,D (C),Juve Stabia,Italy,27,3,1,159,6.63,0,0,0,0,0,0.00,0.00,0.00,0.06,0.03,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,98.3%,114,64.5,1,0.57,6,3.4,116,65.7,0,0,0,0,1,0.57,2,4,0,1.1,3,1.13,2.26,0.00,0,0.00,3,1.7,2,2,0,,,,,,,,,,,,,,10.70,3.4,0.0,18.9,6,0,7,3,0,0.00,0.00,2.83,0.00,3.40,5.2%
Luca Pandolfi,"AM (RL), ST",U.S. Avellino 1912,Italy,27,3,1,138,6.23,0,0,0,0,0,0.00,0.69,0.45,0.15,0.10,0.69,0.45,-0.69,1,0.7,0,0.0,0.0%,0,0.00,0,0,77.1%,27,17.6,3,1.96,3,2.0,35,22.8,4,1,4,1,0,0.00,0,0,0,0.7,1,0.00,0.00,0.00,0,0.00,7,4.6,1,2,2,,,,,,,,,,,,,,11.67,14.3,0.7,17.9,22,1,17,3,0,0.00,0.00,1.30,1.30,3.91,8.6%
Massimo Bertagnoli,"DM, M (C)",Reggiana,Italy,27,3,2,152,6.77,0,0,0,0,0,0.00,0.00,0.00,0.26,0.15,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,89.9%,98,58.0,4,2.37,13,7.7,109,64.5,5,3,0,0,4,2.37,9,1,2,1.8,7,5.33,0.59,1.18,0,0.00,13,7.7,3,0,0,,,,,,,,,,,,,,12.32,11.3,0.0,20.8,19,0,6,3,0,0.00,0.00,8.88,0.00,7.70,11.9%
Alessio Tribuzzi,M/AM (RC),U.S. Avellino 1912,Italy,27,3,2,234,6.53,0,0,0,0,0,0.00,0.11,0.04,0.43,0.17,0.11,0.04,-0.11,5,1.9,2,0.8,0.0%,1,0.38,0,0,87.3%,103,39.6,5,1.92,4,1.5,118,45.4,11,1,11,1,6,2.31,5,3,0,1.5,8,1.92,1.15,0.00,0,0.00,22,8.5,4,2,6,,,,,,,,,,,,,,11.69,11.2,0.8,30.4,29,2,6,3,0,0.00,0.00,5.00,2.31,4.62,3.4%
Federico Brancolini,GK,Empoli FC,Italy,24,3,3,270,6.77,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,44.6%,25,8.3,0,0.00,2,0.7,56,18.7,0,0,0,70,,,0,10,10,0.0,,0.00,3.33,3.33,0,0.00,0,0.0,0,0,0,81.8%,3.0,1,0.33,0.67,-0.05,4,4,1,0,0,,2,4.17,0.0,0.0,12.5,0,0,,,0,0.00,0.00,3.33,23.33,0.67,3.6%
Patrick Enrici,D (C),U.S. Avellino 1912,Italy,24,3,3,243,6.63,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,89.1%,98,36.3,0,0.00,4,1.5,110,40.7,0,0,0,0,0,0.00,9,0,2,0.0,0,3.33,0.00,0.74,0,0.00,6,2.2,0,0,0,,,,,,,,,,,,,,11.22,5.2,0.0,30.3,14,0,14,9,0,0.00,0.00,4.07,0.00,1.48,3.6%
Riccardo Burgio,"WB (L), M (LC)",SSC Bari,Italy,24,3,2,203,6.37,0,0,0,0,1,0.00,0.00,0.00,0.32,0.14,0.00,0.00,0.00,0,0.0,0,0.0,,1,0.44,0,0,86.8%,99,43.9,4,1.77,11,4.9,114,50.5,15,2,15,2,5,2.22,2,4,1,1.8,7,0.89,1.77,0.44,0,0.00,16,7.1,4,7,3,,,,,,,,,,,,,,13.34,31.0,2.2,30.1,70,5,8,3,0,0.00,0.00,6.65,3.55,8.42,9.6%
Edoardo Saporiti,M/AM (C),Empoli FC,Italy,24,3,0,112,6.67,0,0,0,0,0,0.00,0.22,0.18,0.09,0.07,0.22,0.18,-0.22,2,1.6,0,0.0,0.0%,0,0.00,0,0,89.2%,74,59.5,3,2.41,8,6.4,83,66.7,1,1,1,1,0,0.00,7,0,0,3.2,2,5.63,0.00,0.00,0,0.00,9,7.2,4,1,1,,,,,,,,,,,,,,14.54,10.4,1.6,18.1,13,2,7,2,0,0.00,0.00,6.43,2.41,8.84,9.6%
Filipe Ferreira,"D (LC), WB (L)",Reggiana,Portugal,35,3,0,101,6.77,0,0,0,0,0,0.00,0.09,0.08,0.12,0.11,0.09,0.08,-0.09,2,1.8,1,0.9,0.0%,0,0.00,0,0,88.3%,53,47.2,4,3.56,4,3.6,60,53.5,24,4,14,3,5,4.46,6,2,2,1.8,5,5.35,1.78,1.78,0,0.00,10,8.9,2,1,1,,,,,,,,,,,,,,15.86,26.7,3.6,17.8,30,4,6,1,0,0.00,0.00,12.48,7.13,8.02,6.7%
Patryk Peda,D (C),Palermo,Poland,23,3,1,177,7.07,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,94.2%,145,73.7,0,0.00,18,9.2,154,78.3,1,1,0,0,0,0.00,5,4,2,1.5,0,2.54,2.03,1.02,0,0.00,8,4.1,3,1,0,,,,,,,,,,,,,,10.78,5.6,0.0,21.2,11,0,12,7,0,0.00,0.00,4.07,0.00,9.15,11.7%
Matteo Dagasso,"DM, M (C)",Venezia,Italy,21,3,3,236,6.83,0,0,0,2,0,0.00,0.13,0.05,0.10,0.04,0.13,0.05,-0.13,3,1.1,2,0.8,0.0%,0,0.00,0,0,90.6%,154,58.7,4,1.53,29,11.1,170,64.8,2,0,2,0,1,0.38,8,4,2,2.7,2,3.05,1.53,0.76,0,0.00,22,8.4,7,4,1,,,,,,,,,,,,,,11.59,12.2,0.0,30.4,32,0,1,0,0,0.00,0.00,5.72,0.76,11.44,17.1%
Gabriele Guarino,D (C),Empoli FC,Italy,21,3,1,207,6.67,0,0,0,0,0,0.00,0.56,0.24,0.00,0.00,0.56,0.24,-0.56,3,1.3,1,0.4,0.0%,0,0.00,0,0,93.8%,106,46.1,0,0.00,5,2.2,113,49.1,0,0,0,0,0,0.00,4,0,1,1.3,1,1.74,0.00,0.43,0,0.00,6,2.6,3,1,1,,,,,,,,,,,,,,11.35,5.2,0.0,26.1,12,0,10,4,0,0.00,0.00,2.61,0.43,2.61,4.4%
Matteo Di Paola,D/WB/M (R),U.S. Avellino 1912,Italy,20,3,0,107,6.43,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,88.2%,45,37.9,3,2.52,4,3.4,51,42.9,11,2,11,2,1,0.84,4,1,0,0.8,1,3.36,0.84,0.00,0,0.00,10,8.4,1,1,0,,,,,,,,,,,,,,11.86,16.8,1.7,14.1,20,2,5,3,0,0.00,0.00,5.05,3.36,5.05,7.8%
Alessandro Ghillani,"AM (R), ST",Modena F.C.,Italy,20,3,1,227,7.07,1,0,0,0,0,0.40,0.11,0.04,0.00,0.00,0.11,0.04,0.89,3,1.2,2,0.8,33.3%,0,0.00,0,0,86.3%,88,34.9,4,1.59,4,1.6,102,40.4,16,3,16,3,2,0.79,3,2,0,1.2,2,1.19,0.79,0.00,0,0.00,26,10.3,3,1,1,,,,,,,,,,,,,,13.36,15.9,4.0,33.7,40,10,10,5,1,0.40,0.40,2.38,6.34,5.95,3.9%
Martin Dimitrov,D (C),Sampdoria,Bulgaria,19,3,3,270,6.57,0,0,0,0,0,0.00,0.14,0.05,0.00,0.00,0.14,0.05,-0.14,1,0.3,0,0.0,0.0%,0,0.00,0,0,77.6%,97,32.3,0,0.00,9,3.0,125,41.7,0,0,0,0,1,0.33,9,2,0,1.0,1,3.00,0.67,0.00,0,0.00,5,1.7,3,1,0,,,,,,,,,,,,,,10.57,3.3,0.0,31.7,10,0,21,13,0,0.00,0.00,3.67,0.00,3.00,7.2%
Filippo Bertaccini,"DM, M/AM (C), ST",Cesena FC,Italy,19,3,2,209,6.87,1,0,0,0,0,0.43,0.59,0.25,0.26,0.11,0.59,0.25,0.41,2,0.9,1,0.4,50.0%,0,0.00,0,0,86.3%,101,43.5,3,1.29,4,1.7,117,50.4,3,1,0,0,7,3.01,7,2,0,1.7,9,3.01,0.86,0.00,0,0.00,25,10.8,4,3,3,,,,,,,,,,,,,,13.61,23.3,0.4,31.6,54,1,3,1,1,0.43,0.43,7.32,1.29,3.44,3.4%
Roberto Berizzi,D/WB (R),Empoli FC,Italy,18,3,3,270,7.33,0,2,0,0,0,0.00,0.08,0.03,0.53,0.18,0.08,0.03,-0.08,2,0.7,1,0.3,0.0%,0,0.00,0,0,71.7%,43,14.3,0,0.00,0,0.0,60,20.0,0,0,0,0,8,2.67,0,0,0,0.0,8,0.00,0.00,0.00,0,0.00,0,0.0,0,1,6,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,2,0.67,0.67,3.00,0.33,2.00,0.0%
Damiano Polenghi,M/AM (C),Modena F.C.,Italy,18,3,1,117,6.67,0,1,0,1,0,0.00,0.68,0.52,0.15,0.12,0.68,0.52,-0.68,4,3.1,1,0.8,0.0%,1,0.77,0,0,86.8%,46,35.4,1,0.77,4,3.1,53,40.8,0,0,0,0,1,0.77,4,0,0,0.8,1,3.08,0.00,0.00,0,0.00,6,4.6,1,2,0,,,,,,,,,,,,,,12.54,14.6,1.5,16.3,19,2,3,2,1,0.77,0.77,5.38,3.08,4.62,7.5%
Tommaso Gabriele,M/AM (C),Pescara,Italy,19,3,0,95,7.07,1,0,0,0,0,0.95,0.73,0.69,0.09,0.09,0.73,0.69,0.27,3,2.8,1,0.9,33.3%,0,0.00,0,0,95.3%,81,76.7,1,0.95,3,2.8,85,80.5,0,0,0,0,1,0.95,1,2,0,0.9,3,0.95,1.89,0.00,0,0.00,7,6.6,1,0,1,,,,,,,,,,,,,,13.83,14.2,1.9,14.6,15,2,2,1,1,0.95,0.95,1.89,3.79,5.68,3.5%
Malthe Højholt,"DM, M (C)",Monza,Denmark,24,2,0,89,6.80,0,0,0,0,0,0.00,0.04,0.04,0.00,0.00,0.04,0.04,-0.04,2,2.0,1,1.0,0.0%,1,1.01,0,0,84.8%,39,39.4,1,1.01,7,7.1,46,46.5,1,0,1,0,0,0.00,4,1,2,3.0,2,4.04,1.01,2.02,0,0.00,8,8.1,3,1,0,,,,,,,,,,,,,,14.16,18.2,1.0,14.0,18,1,1,1,0,0.00,0.00,7.08,3.03,8.09,15.2%
Simone Romagnoli,D (C),Empoli FC,Italy,36,2,2,180,6.60,0,0,0,0,0,0.00,0.02,0.01,0.00,0.00,0.02,0.01,-0.02,1,0.5,0,0.0,0.0%,0,0.00,0,0,87.7%,57,28.5,0,0.00,3,1.5,65,32.5,0,0,0,0,1,0.50,8,1,1,0.5,1,4.00,0.50,0.50,0,0.00,4,2.0,1,1,0,,,,,,,,,,,,,,9.55,4.0,0.0,19.1,8,0,7,5,0,0.00,0.00,5.50,0.00,1.50,4.6%
Antonino La Gumina,ST,Sampdoria,Italy,30,2,1,82,6.75,0,0,0,0,0,0.00,0.10,0.11,0.00,0.00,0.10,0.11,-0.10,3,3.3,0,0.0,0.0%,0,0.00,0,0,92.9%,26,28.5,2,2.20,0,0.0,28,30.7,0,0,0,0,0,0.00,1,0,0,0.0,0,1.10,0.00,0.00,0,0.00,1,1.1,0,1,2,,,,,,,,,,,,,,9.33,3.3,1.1,8.5,3,1,8,4,0,0.00,0.00,2.20,1.10,3.29,0.0%
Samuele Perisan,GK,Empoli FC,Italy,28,2,2,180,6.75,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,67.6%,23,11.5,0,0.00,2,1.0,34,17.0,0,0,0,130,,,0,7,9,0.0,,0.00,3.50,4.50,0,0.00,0,0.0,0,0,0,77.8%,3.5,1,0.50,1.00,0.07,2,4,1,0,0,,2,5.35,0.5,0.0,10.7,1,0,,,0,0.00,0.00,4.50,65.00,1.00,5.9%
Filippo Pittarello,ST,Catanzaro,Italy,29,2,0,52,6.65,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,91.7%,22,38.1,0,0.00,0,0.0,24,41.5,2,0,2,0,0,0.00,2,0,0,0.0,0,3.46,0.00,0.00,0,0.00,1,1.7,0,1,1,,,,,,,,,,,,,,12.29,8.7,0.0,7.1,5,0,2,1,0,0.00,0.00,5.19,0.00,1.73,0.0%
Mouhamadou Sarr,GK,Spezia,Senegal,29,2,2,180,6.60,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,89.7%,35,17.5,0,0.00,2,1.0,39,19.5,0,0,0,98,,,0,5,13,0.0,,0.00,2.50,6.50,0,0.00,0,0.0,0,0,0,76.9%,5.0,1,0.50,1.50,-1.19,1,9,0,0,0,,3,6.45,0.0,0.0,12.9,0,0,,,0,0.00,0.00,6.50,49.00,1.00,5.1%
Alessandro Capelli,M/AM (R),Pescara,Italy,28,2,0,56,6.70,0,0,0,0,0,0.00,0.05,0.08,0.00,0.00,0.05,0.08,-0.05,1,1.6,0,0.0,0.0%,0,0.00,0,0,92.9%,26,41.8,0,0.00,0,0.0,28,45.0,0,0,0,0,3,4.82,3,1,0,3.2,3,4.82,1.61,0.00,0,0.00,7,11.3,2,2,2,,,,,,,,,,,,,,13.34,8.0,1.6,8.3,5,1,0,0,0,0.00,0.00,12.86,1.61,4.82,0.0%
Kevin Cannavò,"AM (L), ST",Venezia,Italy,26,2,2,164,6.80,1,0,0,0,0,0.55,0.45,0.25,0.00,0.00,0.45,0.25,0.55,6,3.3,3,1.6,16.7%,0,0.00,0,0,95.7%,45,24.7,1,0.55,0,0.0,47,25.8,0,0,0,0,0,0.00,2,0,0,0.5,0,1.10,0.00,0.00,0,0.00,2,1.1,1,3,3,,,,,,,,,,,,,,8.78,5.5,1.1,16.0,10,2,21,7,1,0.55,0.55,2.74,3.29,2.74,0.0%
Tommaso Maggioni,"D (RC), WB/M (R)",Mantova,Italy,24,2,2,191,6.45,0,0,0,1,0,0.00,0.03,0.01,0.05,0.02,0.03,0.01,-0.03,1,0.5,1,0.5,0.0%,1,0.47,0,0,89.0%,130,61.3,3,1.41,20,9.4,146,68.8,5,1,4,1,3,1.41,5,3,0,1.4,3,2.36,1.41,0.00,0,0.00,25,11.8,3,1,0,,,,,,,,,,,,,,13.24,16.5,0.9,28.1,35,2,6,5,0,0.00,0.00,4.24,2.36,10.37,13.7%
Lorenzo Meazzi,"DM, M (LC), AM (L)",Pescara,Italy,24,2,1,121,7.25,0,0,1,0,0,0.00,0.63,0.47,0.87,0.65,0.63,0.47,-0.63,8,6.0,3,2.2,0.0%,2,1.49,0,0,93.5%,87,64.7,9,6.69,5,3.7,93,69.2,18,5,11,4,3,2.23,2,1,0,5.2,4,1.49,0.74,0.00,0,0.00,23,17.1,7,1,0,,,,,,,,,,,,,,13.69,16.4,8.9,18.4,22,12,6,2,0,0.00,0.00,4.46,15.62,12.64,5.4%
Filippo Neri,GK,Venezia,Italy,23,2,2,180,6.75,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,55.4%,31,15.5,0,0.00,0,0.0,56,28.0,0,0,0,50,,,0,9,8,0.0,,0.00,4.50,4.00,0,0.00,0,0.0,0,0,0,62.5%,2.5,0,0.00,1.50,-1.49,0,5,0,0,0,,3,5.90,0.0,0.0,11.8,0,0,,,0,0.00,0.00,4.00,25.00,0.00,0.0%
Ivan Saio,GK,Pescara,Italy,23,2,2,180,6.80,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,100.0%,36,18.0,0,0.00,0,0.0,36,18.0,0,0,0,91,,,2,4,4,0.0,,1.00,2.00,2.00,0,0.00,0,0.0,0,0,0,50.0%,1.0,1,0.50,1.00,-0.97,0,1,1,0,0,,2,6.85,0.0,0.0,13.7,0,0,,,0,0.00,0.00,3.00,45.50,0.00,0.0%
Francesco Ruocco,"AM (RLC), ST",Mantova,Italy,24,2,0,66,6.55,0,0,0,0,0,0.00,0.20,0.27,0.09,0.12,0.20,0.27,-0.20,1,1.4,0,0.0,0.0%,1,1.36,0,0,93.1%,27,36.8,5,6.82,3,4.1,29,39.5,6,1,5,1,2,2.73,1,0,0,2.7,4,1.36,0.00,0.00,0,0.00,5,6.8,2,0,0,,,,,,,,,,,,,,14.73,20.5,1.4,10.8,15,1,2,0,0,0.00,0.00,4.09,4.09,5.45,10.3%
Mattia Tirelli,"AM (RL), ST",Virtus Entella,Italy,23,2,0,59,6.60,0,0,0,0,0,0.00,0.19,0.29,0.08,0.12,0.19,0.29,-0.19,3,4.6,3,4.6,0.0%,0,0.00,0,0,83.3%,20,30.5,1,1.53,1,1.5,24,36.6,1,0,1,0,1,1.53,0,0,0,0.0,1,0.00,0.00,0.00,0,0.00,1,1.5,0,2,0,,,,,,,,,,,,,,12.81,13.7,0.0,8.4,9,0,1,0,0,0.00,0.00,4.58,4.58,1.53,4.2%
Daniel Tonoli,D (RC),Modena F.C.,Italy,23,2,0,22,6.80,0,0,0,0,0,0.00,0.00,0.00,0.21,0.86,0.00,0.00,0.00,0,0.0,0,0.0,,1,4.09,0,0,73.3%,11,45.0,1,4.09,1,4.1,15,61.4,2,1,2,1,1,4.09,2,0,0,0.0,1,8.18,0.00,0.00,0,0.00,0,0.0,0,0,0,,,,,,,,,,,,,,17.18,28.6,4.1,4.2,7,1,0,0,0,0.00,0.00,12.27,12.27,8.18,6.7%
Matteo Francesconi,"DM, M (C)",Cesena FC,Italy,22,2,0,62,6.70,0,0,0,0,0,0.00,0.01,0.01,0.00,0.00,0.01,0.01,-0.01,1,1.5,0,0.0,0.0%,0,0.00,0,0,87.1%,54,78.4,0,0.00,3,4.4,62,90.0,1,0,1,0,1,1.45,3,1,1,2.9,1,4.35,1.45,1.45,0,0.00,9,13.1,2,1,1,,,,,,,,,,,,,,15.53,23.2,0.0,10.7,16,0,0,0,0,0.00,0.00,8.71,0.00,5.81,4.8%
Damiano Basili,M/AM (C),Reggiana,Italy,22,2,2,180,6.90,0,1,0,0,0,0.00,0.70,0.35,0.34,0.17,0.70,0.35,-0.70,10,5.0,1,0.5,0.0%,1,0.50,0,0,93.8%,45,22.5,2,1.00,11,5.5,48,24.0,3,0,1,0,1,0.50,1,1,0,0.5,1,0.50,0.50,0.00,0,0.00,8,4.0,1,1,0,,,,,,,,,,,,,,5.85,2.5,0.5,11.7,5,1,5,4,1,0.50,0.50,1.50,1.50,6.00,22.9%
Alessandro Seghetti,"AM (L), ST",Padova,Italy,22,2,1,84,6.70,0,0,0,0,0,0.00,0.00,0.00,0.10,0.11,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,91.7%,33,35.4,2,2.14,0,0.0,36,38.6,0,0,0,0,0,0.00,2,0,1,1.1,0,2.14,0.00,1.07,0,0.00,4,4.3,1,0,2,,,,,,,,,,,,,,11.46,7.5,0.0,10.7,7,0,4,2,0,0.00,0.00,3.21,0.00,2.14,0.0%
Matteo Marchisano,"D/WB (R), M (RL)",U.S. Avellino 1912,Italy,21,2,0,59,6.45,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,100.0%,35,53.4,0,0.00,3,4.6,35,53.4,1,0,1,0,1,1.53,0,0,0,1.5,1,0.00,0.00,0.00,0,0.00,3,4.6,1,0,0,,,,,,,,,,,,,,10.53,10.7,3.1,6.9,7,2,4,3,0,0.00,0.00,1.53,3.05,7.63,8.6%
